Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-05-29T14:01:30-04:00,0,0,0,0,100
2014-05-29T14:01:45-04:00,0,0,0,0,100
2014-05-29T14:02:00-04:00,0,0,0,0,100
2014-05-29T14:02:15-04:00,0,0,0,0,100
2014-05-29T14:02:30-04:00,0,0,0,0,100
2014-05-29T14:02:45-04:00,0,0,0,0,100
2014-05-29T14:03:00-04:00,0,0,0,0,100
2014-05-29T14:03:15-04:00,0,0,0,0,100
2014-05-29T14:03:30-04:00,0,0,0,0,100
2014-05-29T14:03:45-04:00,0,0,0,0,100
2014-05-29T14:04:00-04:00,0.64,0,1.28,0,98.08
2014-05-29T14:04:15-04:00,0.8,0,1.6,0,97.6
