"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c11node10",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o 3vms-r1.src.dstat.csv",,,,"Date:","29 May 2014 16:15:33 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","used","buff","cach","free","read","writ"
0.085,0.049,99.836,0.028,0.000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,7504134144.0,478093312.0,10618720256.0,6722473984.0,254.709,2690.558
1.131,0.754,97.989,0.0,0.0,0.126,308.0,0.0,114669.0,20787223.0,425158.0,107064033.0,7513866240.0,478093312.0,10618740736.0,6712721408.0,0.0,0.0
0.379,0.442,99.117,0.0,0.0,0.063,298.0,106.0,544898.0,122903282.0,947450.0,240364631.0,7514460160.0,478093312.0,10618748928.0,6712119296.0,0.0,0.0
0.379,0.442,99.179,0.0,0.0,0.0,320.0,0.0,549211.0,122568704.0,958414.0,239843610.0,7514771456.0,478093312.0,10618748928.0,6711808000.0,0.0,0.0
0.253,0.505,99.179,0.0,0.0,0.063,490.0,174.0,536415.0,122745084.0,939759.0,240115100.0,7515656192.0,478093312.0,10618748928.0,6710923264.0,0.0,0.0
0.315,0.505,99.180,0.0,0.0,0.0,192.0,0.0,544396.0,122694055.0,944996.0,240036561.0,7514988544.0,478093312.0,10618744832.0,6711595008.0,0.0,40960.0
0.379,0.568,98.864,0.126,0.0,0.063,532.0,106.0,536534.0,122673510.0,932952.0,239896677.0,7517208576.0,478093312.0,10618753024.0,6709366784.0,0.0,77824.0
0.190,0.442,99.305,0.0,0.0,0.063,372.0,0.0,525361.0,122729888.0,917713.0,240257481.0,7517011968.0,478093312.0,10618740736.0,6709575680.0,0.0,0.0
0.253,0.505,99.242,0.0,0.0,0.0,244.0,0.0,532203.0,122710473.0,931599.0,240078406.0,7516954624.0,478093312.0,10618740736.0,6709633024.0,0.0,0.0
0.315,0.505,99.117,0.0,0.0,0.063,298.0,106.0,534496.0,122691106.0,932853.0,240021500.0,7517167616.0,478093312.0,10618740736.0,6709420032.0,0.0,0.0
0.253,0.380,99.367,0.0,0.0,0.0,554.0,106.0,534680.0,122734044.0,931504.0,240120337.0,7516934144.0,478093312.0,10618757120.0,6709637120.0,0.0,0.0
0.379,0.568,98.990,0.063,0.0,0.0,320.0,0.0,530465.0,122721309.0,922371.0,239998097.0,7517384704.0,478093312.0,10618757120.0,6709186560.0,0.0,94208.0
0.316,0.442,99.179,0.0,0.0,0.063,192.0,0.0,528274.0,122751460.0,927171.0,240250890.0,7518576640.0,478093312.0,10618757120.0,6707994624.0,0.0,0.0
0.379,0.505,99.117,0.0,0.0,0.0,192.0,0.0,537462.0,122635704.0,938832.0,239963298.0,7519133696.0,478093312.0,10618757120.0,6707437568.0,0.0,0.0
0.253,0.505,99.242,0.0,0.0,0.0,798.0,212.0,537890.0,123151037.0,939968.0,240547221.0,7519113216.0,478093312.0,10618757120.0,6707458048.0,0.0,0.0
0.315,0.442,99.180,0.0,0.0,0.063,564.0,0.0,541078.0,122708774.0,945063.0,240000479.0,7518539776.0,478093312.0,10618757120.0,6708031488.0,0.0,0.0
