"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c11node28",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o 7vms-r4.router.dstat.csv",,,,"Date:","10 Jun 2014 03:08:07 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","used","buff","cach","free","read","writ"
0.893,0.176,98.845,0.085,0.000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,9986179072.0,70328320.0,1211506688.0,13916803072.0,27856.715,121364.318
0.375,0.250,99.375,0.0,0.0,0.0,424.0,0.0,7150.0,6799.0,7574.0,7111.0,9986387968.0,70328320.0,1211510784.0,13916590080.0,0.0,4096.0
0.313,0.188,99.499,0.0,0.0,0.0,576.0,0.0,9171.0,8096.0,9747.0,8096.0,9986396160.0,70328320.0,1211510784.0,13916581888.0,0.0,0.0
0.188,0.188,99.624,0.0,0.0,0.0,596.0,212.0,118326.0,120163.0,119122.0,120771.0,9986506752.0,70328320.0,1211510784.0,13916471296.0,0.0,20480.0
0.313,0.125,99.374,0.188,0.0,0.0,710.0,0.0,227148.0,191027.0,228528.0,191711.0,9985851392.0,70336512.0,1211502592.0,13917126656.0,0.0,69632.0
0.375,0.063,99.562,0.0,0.0,0.0,608.0,300.0,344104.0,379352.0,344712.0,379964.0,9985560576.0,70336512.0,1211510784.0,13917409280.0,0.0,0.0
0.250,0.188,99.562,0.0,0.0,0.0,526.0,92.0,706279.0,577335.0,706805.0,577427.0,9985433600.0,70336512.0,1211510784.0,13917536256.0,0.0,49152.0
0.313,0.125,99.562,0.0,0.0,0.0,554.0,106.0,909580.0,1001581.0,910134.0,1001999.0,9985228800.0,70336512.0,1211510784.0,13917741056.0,0.0,0.0
0.250,0.125,99.624,0.0,0.0,0.0,1072.0,106.0,1625045.0,1385006.0,1626247.0,1385112.0,9985101824.0,70336512.0,1211510784.0,13917868032.0,0.0,4096.0
0.313,0.125,99.436,0.125,0.0,0.0,256.0,0.0,2457578.0,2564881.0,2457974.0,2565493.0,9985019904.0,70344704.0,1211506688.0,13917945856.0,0.0,12288.0
0.251,0.125,99.436,0.188,0.0,0.0,490.0,106.0,4282292.0,3764783.0,4283102.0,3765105.0,9985642496.0,70352896.0,1211510784.0,13917310976.0,0.0,24576.0
0.313,0.125,99.561,0.0,0.0,0.0,480.0,0.0,6192481.0,6573230.0,6192961.0,6573542.0,9985769472.0,70352896.0,1211510784.0,13917184000.0,0.0,0.0
0.314,0.063,99.623,0.0,0.0,0.0,710.0,0.0,10711518.0,9290885.0,10712228.0,9290885.0,9986654208.0,70352896.0,1211514880.0,13916295168.0,0.0,0.0
0.252,0.126,99.623,0.0,0.0,0.0,234.0,106.0,14831511.0,15589329.0,14831875.0,15589747.0,9990455296.0,70352896.0,1211514880.0,13912494080.0,0.0,0.0
0.252,0.063,99.685,0.0,0.0,0.0,618.0,106.0,23357518.0,21275869.0,23358136.0,21275975.0,9990074368.0,70352896.0,1211514880.0,13912875008.0,0.0,0.0
0.315,0.126,99.558,0.0,0.0,0.0,616.0,0.0,31207592.0,31098694.0,31208278.0,31099090.0,9993625600.0,70352896.0,1211514880.0,13909323776.0,0.0,0.0
0.316,0.127,99.241,0.316,0.0,0.0,512.0,0.0,38664544.0,38267861.0,38665056.0,38267861.0,9992855552.0,70369280.0,1211506688.0,13910085632.0,0.0,114688.0
0.379,0.063,99.495,0.0,0.0,0.063,672.0,0.0,44461983.0,43009974.0,44462655.0,43010286.0,9991434240.0,70369280.0,1211514880.0,13911498752.0,0.0,0.0
0.253,0.127,99.620,0.0,0.0,0.0,852.0,280.0,47837418.0,49384698.0,47838400.0,49384978.0,9992966144.0,70369280.0,1211514880.0,13909966848.0,0.0,4096.0
0.317,0.127,99.556,0.0,0.0,0.0,730.0,0.0,51940976.0,50742528.0,51941706.0,50742840.0,9992781824.0,70369280.0,1211514880.0,13910151168.0,0.0,0.0
0.317,0.063,99.619,0.0,0.0,0.0,448.0,0.0,57039960.0,56155564.0,57040408.0,56155564.0,9996845056.0,70369280.0,1211514880.0,13906087936.0,0.0,4096.0
0.318,0.064,99.618,0.0,0.0,0.0,352.0,0.0,61050737.0,62025888.0,61051089.0,62026200.0,9993670656.0,70369280.0,1211514880.0,13909262336.0,0.0,0.0
0.381,0.127,99.364,0.127,0.0,0.0,616.0,0.0,68963565.0,66708372.0,68964181.0,66708372.0,10000248832.0,70377472.0,1211514880.0,13902675968.0,0.0,61440.0
0.319,0.128,99.298,0.255,0.0,0.0,532.0,212.0,73722496.0,73501050.0,73723158.0,73501574.0,9997570048.0,70385664.0,1211514880.0,13905346560.0,0.0,32768.0
0.318,0.127,99.300,0.255,0.0,0.0,384.0,0.0,80694747.0,80454867.0,80695801.0,80455551.0,9999855616.0,70389760.0,1211510784.0,13903060992.0,0.0,65536.0
0.255,0.128,99.617,0.0,0.0,0.0,256.0,0.0,76943325.0,75251281.0,76943581.0,75251593.0,9997561856.0,70389760.0,1211514880.0,13905350656.0,0.0,0.0
0.318,0.064,99.555,0.0,0.0,0.064,590.0,92.0,71697337.0,75854975.0,71697927.0,75855067.0,9995980800.0,70389760.0,1211518976.0,13906927616.0,0.0,102400.0
0.317,0.127,99.556,0.0,0.0,0.0,426.0,106.0,68405139.0,66570204.0,68405565.0,66570622.0,9998737408.0,70389760.0,1211518976.0,13904171008.0,0.0,0.0
0.382,0.191,99.173,0.254,0.0,0.0,960.0,106.0,63864742.0,65304403.0,63865832.0,65305663.0,9997332480.0,70402048.0,1211514880.0,13905567744.0,4096.0,61440.0
1.143,0.127,98.667,0.0,0.0,0.063,786.0,150.0,69823567.0,67507275.0,69824353.0,67507737.0,9993138176.0,70402048.0,1211518976.0,13909757952.0,0.0,0.0
0.317,0.063,99.429,0.190,0.0,0.0,448.0,0.0,65402670.0,65754057.0,65403118.0,65754057.0,9995141120.0,70410240.0,1211518976.0,13907746816.0,0.0,61440.0
0.254,0.127,99.619,0.0,0.0,0.0,554.0,174.0,57554402.0,59478703.0,57554956.0,59479189.0,9994006528.0,70410240.0,1211518976.0,13908881408.0,0.0,8192.0
0.380,0.127,99.493,0.0,0.0,0.0,512.0,0.0,59557647.0,59742541.0,59558159.0,59742541.0,9996410880.0,70410240.0,1211518976.0,13906477056.0,0.0,0.0
0.253,0.063,99.683,0.0,0.0,0.0,234.0,106.0,62741216.0,60563745.0,62741580.0,60564163.0,9990684672.0,70410240.0,1211518976.0,13912203264.0,0.0,0.0
0.316,0.126,99.305,0.253,0.0,0.0,384.0,0.0,46322479.0,49928002.0,46323533.0,49928686.0,9991532544.0,70418432.0,1211518976.0,13911347200.0,0.0,53248.0
0.316,0.063,99.620,0.0,0.0,0.0,714.0,406.0,49383541.0,47099967.0,49384255.0,47100685.0,9992978432.0,70418432.0,1211518976.0,13909901312.0,0.0,0.0
0.442,0.126,99.242,0.190,0.0,0.0,744.0,0.0,46661665.0,49456567.0,46662409.0,49456567.0,9988780032.0,70426624.0,1211518976.0,13914091520.0,0.0,73728.0
0.252,0.063,99.622,0.0,0.0,0.063,448.0,0.0,41467187.0,39528883.0,41467635.0,39529327.0,9992077312.0,70426624.0,1211518976.0,13910794240.0,0.0,0.0
0.314,0.063,99.623,0.0,0.0,0.0,660.0,212.0,28354845.0,31708646.0,28355635.0,31708858.0,9988120576.0,70426624.0,1211518976.0,13914750976.0,0.0,4096.0
