"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","c11node28",,,,"User:","root"
"Cmdline:","dstat -cnmd -N eth0,eth1,total --noheaders -o 4vms-r1.router.dstat.csv",,,,"Date:","30 May 2014 04:17:32 EDT"

"total cpu usage",,,,,,"net/eth0",,"net/eth1",,"net/total",,"memory usage",,,,"dsk/total",
"usr","sys","idl","wai","hiq","siq","recv","send","recv","send","recv","send","used","buff","cach","free","read","writ"
0.802,0.178,98.930,0.089,0.000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,10968358912.0,167931904.0,455757824.0,13592768512.0,30848.347,133340.425
2.684,0.437,96.754,0.125,0.0,0.0,530.0,106.0,7614.0,6300.0,8144.0,6406.0,10969214976.0,167931904.0,455766016.0,13591904256.0,0.0,8192.0
3.942,0.250,95.620,0.188,0.0,0.0,192.0,0.0,55445.0,54735.0,55637.0,55047.0,10966962176.0,167940096.0,455766016.0,13594148864.0,0.0,12288.0
2.816,0.188,96.996,0.0,0.0,0.0,352.0,230.0,158910.0,123553.0,159396.0,123783.0,10966949888.0,167940096.0,455770112.0,13594157056.0,0.0,0.0
4.128,0.250,95.622,0.0,0.0,0.0,490.0,106.0,189301.0,224438.0,190055.0,224856.0,10966306816.0,167940096.0,455770112.0,13594800128.0,0.0,0.0
3.875,0.250,95.875,0.0,0.0,0.0,865.0,0.0,510565.0,418632.0,511430.0,418632.0,10966560768.0,167940096.0,455770112.0,13594546176.0,0.0,0.0
3.250,0.250,96.125,0.375,0.0,0.0,442.0,106.0,638716.0,700141.0,639962.0,702953.0,10966396928.0,167948288.0,455766016.0,13594705920.0,0.0,131072.0
4.997,0.312,94.691,0.0,0.0,0.0,234.0,106.0,1072106.0,950601.0,1072340.0,950707.0,10966249472.0,167948288.0,455770112.0,13594849280.0,0.0,0.0
3.244,0.250,96.507,0.0,0.0,0.0,651.0,0.0,1637601.0,1657330.0,1638252.0,1657642.0,10966077440.0,167948288.0,455770112.0,13595021312.0,0.0,0.0
5.303,0.187,94.510,0.0,0.0,0.0,192.0,0.0,2838550.0,2557441.0,2838872.0,2557441.0,10966204416.0,167948288.0,455770112.0,13594894336.0,0.0,0.0
3.123,0.250,96.627,0.0,0.0,0.0,256.0,0.0,4634298.0,4423537.0,4634554.0,4423849.0,10966880256.0,167948288.0,455770112.0,13594218496.0,0.0,0.0
3.938,0.250,95.812,0.0,0.0,0.0,404.0,212.0,7143883.0,7250616.0,7144491.0,7250912.0,10967769088.0,167948288.0,455770112.0,13593329664.0,0.0,8192.0
3.080,0.126,96.732,0.063,0.0,0.0,560.0,0.0,11896574.0,10629064.0,11897268.0,10629508.0,10968014848.0,167948288.0,455770112.0,13593083904.0,0.0,28672.0
3.333,0.126,96.478,0.0,0.0,0.063,206.0,92.0,17637212.0,18236876.0,17637418.0,18236968.0,10969780224.0,167948288.0,455770112.0,13591318528.0,0.0,0.0
3.279,0.126,96.595,0.0,0.0,0.0,192.0,0.0,27615694.0,25708042.0,27616150.0,25708354.0,10971049984.0,167948288.0,455770112.0,13590048768.0,0.0,0.0
4.537,0.252,95.085,0.0,0.0,0.126,530.0,106.0,33536182.0,32049454.0,33536712.0,32049560.0,10970157056.0,167948288.0,455770112.0,13590941696.0,0.0,0.0
